Term,Polarity,Score,UsedForAcquisition,UsedForReranking
horde,NEG,1,Y,
horrendous,NEG,1,Y,
horrendously,NEG,1,Y,
horrible,NEG,1,Y,Y
horribly,NEG,1,,Y
horrid,NEG,1,Y,
horrific,NEG,1,Y,
horrified,NEG,1,Y,
horrifies,NEG,1,Y,
horrify,NEG,1,Y,
horrifying,NEG,1,Y,
horrifys,NEG,1,Y,
hospitable,POS,1,Y,
hostage,NEG,1,Y,
hostile,NEG,1,Y,
hostilities,NEG,1,Y,
hostility,NEG,1,Y,
hot,POS,1,Y,
hotbeds,NEG,1,Y,
hotcake,POS,1,Y,
hotcakes,POS,1,Y,
hothead,NEG,1,Y,
hotheaded,NEG,1,Y,
hothouse,NEG,1,Y,
hottest,POS,1,Y,
hubris,NEG,1,Y,
huckster,NEG,1,Y,
hug,POS,1,Y,
hum,NEG,1,Y,
humane,POS,1,Y,
humble,POS,1,Y,
humid,NEG,1,Y,
humiliate,NEG,1,Y,
humiliating,NEG,1,Y,
humiliation,NEG,1,Y,
humility,POS,1,Y,
humming,NEG,1,Y,
humor,POS,1,Y,
humorous,POS,1,Y,
humorously,POS,1,Y,
humour,POS,1,Y,
humourous,POS,1,Y,
hung,NEG,1,Y,
hurt,NEG,1,Y,
hurted,NEG,1,Y,
hurtful,NEG,1,Y,
hurting,NEG,1,Y,
hurts,NEG,1,Y,
hustler,NEG,1,Y,
hype,NEG,1,Y,
hypocricy,NEG,1,Y,
hypocrisy,NEG,1,Y,
hypocrite,NEG,1,Y,
hypocrites,NEG,1,Y,
hypocritical,NEG,1,Y,
hypocritically,NEG,1,Y,
hysteria,NEG,1,Y,
hysteric,NEG,1,Y,
hysterical,NEG,1,Y,
hysterically,NEG,1,Y,
hysterics,NEG,1,Y,
ideal,POS,1,Y,
idealize,POS,1,Y,
ideally,POS,1,Y,
idiocies,NEG,1,Y,
idiocy,NEG,1,Y,
idiot,NEG,1,Y,
idiotic,NEG,1,Y,
idiotically,NEG,1,Y,
idiots,NEG,1,Y,
idle,NEG,1,Y,
idol,POS,1,Y,
idolize,POS,1,Y,
idolized,POS,1,Y,
idyllic,POS,1,Y,
ignoble,NEG,1,Y,
ignominious,NEG,1,Y,
ignominiously,NEG,1,Y,
ignominy,NEG,1,Y,
ignorance,NEG,1,Y,
ignorant,NEG,1,Y,
ignore,NEG,1,Y,
ill-advised,NEG,1,Y,
ill-conceived,NEG,1,Y,
ill-defined,NEG,1,Y,
ill-designed,NEG,1,Y,
ill-fated,NEG,1,Y,
ill-favored,NEG,1,Y,
ill-formed,NEG,1,Y,
ill-mannered,NEG,1,Y,
ill-natured,NEG,1,Y,
ill-sorted,NEG,1,Y,
ill-tempered,NEG,1,Y,
ill-treated,NEG,1,Y,
ill-treatment,NEG,1,Y,
ill-usage,NEG,1,Y,
ill-used,NEG,1,Y,
illegal,NEG,1,Y,
illegally,NEG,1,Y,
illegitimate,NEG,1,Y,
illicit,NEG,1,Y,
illiterate,NEG,1,Y,
illness,NEG,1,Y,
illogic,NEG,1,Y,
illogical,NEG,1,Y,
illogically,NEG,1,Y,
illuminate,POS,1,Y,
illuminati,POS,1,Y,
illuminating,POS,1,Y,
illumine,POS,1,Y,
illusion,NEG,1,Y,
illusions,NEG,1,Y,
illusory,NEG,1,Y,
illustrious,POS,1,Y,
ilu,POS,1,Y,
imaculate,POS,1,Y,
imaginary,NEG,1,Y,
imaginative,POS,1,Y,
imbalance,NEG,1,Y,
imbecile,NEG,1,Y,
imbroglio,NEG,1,Y,
immaculate,POS,1,Y,
immaculately,POS,1,Y,
immaterial,NEG,1,Y,
immature,NEG,1,Y,
immense,POS,1,Y,
imminence,NEG,1,Y,
imminently,NEG,1,Y,
immobilized,NEG,1,Y,
immoderate,NEG,1,Y,
immoderately,NEG,1,Y,
immodest,NEG,1,Y,
immoral,NEG,1,Y,
immorality,NEG,1,Y,
immorally,NEG,1,Y,
immovable,NEG,1,Y,
impair,NEG,1,Y,
impaired,NEG,1,Y,
impartial,POS,1,Y,
impartiality,POS,1,Y,
impartially,POS,1,Y,
impasse,NEG,1,Y,
impassioned,POS,1,Y,
impatience,NEG,1,Y,
impatient,NEG,1,Y,
impatiently,NEG,1,Y,
impeach,NEG,1,Y,
impeccable,POS,1,Y,
impeccably,POS,1,Y,
impedance,NEG,1,Y,
impede,NEG,1,Y,
impediment,NEG,1,Y,
impending,NEG,1,Y,
impenitent,NEG,1,Y,
imperfect,NEG,1,Y,
imperfection,NEG,1,Y,
imperfections,NEG,1,Y,
imperfectly,NEG,1,Y,
imperialist,NEG,1,Y,
imperil,NEG,1,Y,
imperious,NEG,1,Y,
imperiously,NEG,1,Y,
impermissible,NEG,1,Y,
impersonal,NEG,1,Y,
impertinent,NEG,1,Y,
impetuous,NEG,1,Y,
impetuously,NEG,1,Y,
impiety,NEG,1,Y,
impinge,NEG,1,Y,
impious,NEG,1,Y,
implacable,NEG,1,Y,
implausible,NEG,1,Y,
implausibly,NEG,1,Y,
implicate,NEG,1,Y,
implication,NEG,1,Y,
implode,NEG,1,Y,
impolite,NEG,1,Y,
impolitely,NEG,1,Y,
impolitic,NEG,1,Y,
important,POS,1,Y,
importunate,NEG,1,Y,
importune,NEG,1,Y,
impose,NEG,1,Y,
imposers,NEG,1,Y,
imposing,NEG,1,Y,
imposition,NEG,1,Y,
impossible,NEG,1,Y,
impossiblity,NEG,1,Y,
impossibly,NEG,1,Y,
impotent,NEG,1,Y,
impoverish,NEG,1,Y,
impoverished,NEG,1,Y,
impractical,NEG,1,Y,
imprecate,NEG,1,Y,
imprecise,NEG,1,Y,
imprecisely,NEG,1,Y,
imprecision,NEG,1,Y,
impress,POS,1,Y,
impressed,POS,1,Y,
impresses,POS,1,Y,
impressive,POS,1,Y,
impressively,POS,1,Y,
impressiveness,POS,1,Y,
imprison,NEG,1,Y,
imprisonment,NEG,1,Y,
improbability,NEG,1,Y,
improbable,NEG,1,Y,
improbably,NEG,1,Y,
improper,NEG,1,Y,
improperly,NEG,1,Y,
impropriety,NEG,1,Y,
improve,POS,1,Y,
improved,POS,1,Y,
improvement,POS,1,Y,
improvements,POS,1,Y,
improves,POS,1,Y,
improving,POS,1,Y,
imprudence,NEG,1,Y,
imprudent,NEG,1,Y,
impudence,NEG,1,Y,
impudent,NEG,1,Y,
impudently,NEG,1,Y,
impugn,NEG,1,Y,
impulsive,NEG,1,Y,
impulsively,NEG,1,Y,
impunity,NEG,1,Y,
impure,NEG,1,Y,
impurity,NEG,1,Y,
inability,NEG,1,Y,
inaccuracies,NEG,1,Y,
inaccuracy,NEG,1,Y,
inaccurate,NEG,1,Y,
inaccurately,NEG,1,Y,
inaction,NEG,1,Y,
inactive,NEG,1,Y,
inadequacy,NEG,1,Y,
inadequate,NEG,1,Y,
inadequately,NEG,1,Y,
inadverent,NEG,1,Y,
inadverently,NEG,1,Y,
inadvisable,NEG,1,Y,
inadvisably,NEG,1,Y,
inane,NEG,1,Y,
inanely,NEG,1,Y,
inappropriate,NEG,1,Y,Y
inappropriately,NEG,1,Y,
inapt,NEG,1,Y,
inaptitude,NEG,1,Y,
inarticulate,NEG,1,Y,
inattentive,NEG,1,Y,
inaudible,NEG,1,Y,
incapable,NEG,1,Y,
incapably,NEG,1,Y,
incautious,NEG,1,Y,
incendiary,NEG,1,Y,
incense,NEG,1,Y,
incessant,NEG,1,Y,
incessantly,NEG,1,Y,
incite,NEG,1,Y,
incitement,NEG,1,Y,
incivility,NEG,1,Y,
inclement,NEG,1,Y,
incognizant,NEG,1,Y,
incoherence,NEG,1,Y,
incoherent,NEG,1,Y,
incoherently,NEG,1,Y,
incommensurate,NEG,1,Y,
incomparable,NEG,1,Y,
incomparably,NEG,1,Y,
incompatability,NEG,1,Y,
incompatibility,NEG,1,Y,
incompatible,NEG,1,Y,
incompetence,NEG,1,Y,Y
incompetent,NEG,1,Y,Y
incompetently,NEG,1,Y,
incomplete,NEG,1,Y,
incompliant,NEG,1,Y,
incomprehensible,NEG,1,Y,
incomprehension,NEG,1,Y,
inconceivable,NEG,1,Y,
inconceivably,NEG,1,Y,
incongruous,NEG,1,Y,
incongruously,NEG,1,Y,
inconsequent,NEG,1,Y,
inconsequential,NEG,1,Y,
inconsequentially,NEG,1,Y,
inconsequently,NEG,1,Y,
inconsiderate,NEG,1,Y,
inconsiderately,NEG,1,Y,
inconsistence,NEG,1,Y,
inconsistencies,NEG,1,Y,
inconsistency,NEG,1,Y,
inconsistent,NEG,1,Y,
inconsolable,NEG,1,Y,
inconsolably,NEG,1,Y,
inconstant,NEG,1,Y,
inconvenience,NEG,1,Y,
inconveniently,NEG,1,Y,
incorrect,NEG,1,Y,
incorrectly,NEG,1,Y,
incorrigible,NEG,1,Y,
incorrigibly,NEG,1,Y,
incredible,POS,1,Y,
incredibly,POS,1,Y,
incredulous,NEG,1,Y,
incredulously,NEG,1,Y,
inculcate,NEG,1,Y,
indebted,POS,1,Y,
indecency,NEG,1,Y,
indecent,NEG,1,Y,
indecently,NEG,1,Y,
indecision,NEG,1,Y,
indecisive,NEG,1,Y,
indecisively,NEG,1,Y,
indecorum,NEG,1,Y,
indefensible,NEG,1,Y,
indelicate,NEG,1,Y,
indeterminable,NEG,1,Y,
indeterminably,NEG,1,Y,
indeterminate,NEG,1,Y,
indifference,NEG,1,Y,
indifferent,NEG,1,Y,
indigent,NEG,1,Y,
indignant,NEG,1,Y,
indignantly,NEG,1,Y,
indignation,NEG,1,Y,
indignity,NEG,1,Y,
indiscernible,NEG,1,Y,
indiscreet,NEG,1,Y,
indiscreetly,NEG,1,Y,
indiscretion,NEG,1,Y,
indiscriminate,NEG,1,Y,
indiscriminately,NEG,1,Y,
indiscriminating,NEG,1,Y,
indistinguishable,NEG,1,Y,
individualized,POS,1,Y,
indoctrinate,NEG,1,Y,
indoctrination,NEG,1,Y,
indolent,NEG,1,Y,
indulge,NEG,1,Y,
indulgence,POS,1,Y,
indulgent,POS,1,Y,
industrious,POS,1,Y,
ineffective,NEG,1,Y,
ineffectively,NEG,1,Y,
ineffectiveness,NEG,1,Y,
ineffectual,NEG,1,Y,
ineffectually,NEG,1,Y,
ineffectualness,NEG,1,Y,
inefficacious,NEG,1,Y,
inefficacy,NEG,1,Y,
inefficiency,NEG,1,Y,
inefficient,NEG,1,Y,
inefficiently,NEG,1,Y,
inelegance,NEG,1,Y,
inelegant,NEG,1,Y,
ineligible,NEG,1,Y,
ineloquent,NEG,1,Y,
ineloquently,NEG,1,Y,
inept,NEG,1,Y,
ineptitude,NEG,1,Y,
ineptly,NEG,1,Y,
inequalities,NEG,1,Y,
inequality,NEG,1,Y,
inequitable,NEG,1,Y,
inequitably,NEG,1,Y,
inequities,NEG,1,Y,
inescapable,NEG,1,Y,
inescapably,NEG,1,Y,
inessential,NEG,1,Y,
inestimable,POS,1,Y,
inestimably,POS,1,Y,
inevitable,NEG,1,Y,
inevitably,NEG,1,Y,
inexcusable,NEG,1,Y,
inexcusably,NEG,1,Y,
inexorable,NEG,1,Y,
inexorably,NEG,1,Y,
inexpensive,POS,1,Y,
inexperience,NEG,1,Y,
inexperienced,NEG,1,Y,
inexpert,NEG,1,Y,
inexpertly,NEG,1,Y,
inexpiable,NEG,1,Y,
inexplainable,NEG,1,Y,
inextricable,NEG,1,Y,
inextricably,NEG,1,Y,
infallibility,POS,1,Y,
infallible,POS,1,Y,
infallibly,POS,1,Y,
infamous,NEG,1,Y,
infamously,NEG,1,Y,
infamy,NEG,1,Y,
infected,NEG,1,Y,
infection,NEG,1,Y,
infections,NEG,1,Y,
inferior,NEG,1,Y,
inferiority,NEG,1,Y,
infernal,NEG,1,Y,
infest,NEG,1,Y,
infested,NEG,1,Y,
infidel,NEG,1,Y,
infidels,NEG,1,Y,
infiltrator,NEG,1,Y,
infiltrators,NEG,1,Y,
infirm,NEG,1,Y,
inflame,NEG,1,Y,
inflammation,NEG,1,Y,
inflammatory,NEG,1,Y,
inflammed,NEG,1,Y,
inflated,NEG,1,Y,
inflationary,NEG,1,Y,
inflexible,NEG,1,Y,
inflict,NEG,1,Y,
influential,POS,1,Y,
infraction,NEG,1,Y,
infringe,NEG,1,Y,
infringement,NEG,1,Y,
infringements,NEG,1,Y,
infuriate,NEG,1,Y,
infuriated,NEG,1,Y,
infuriating,NEG,1,Y,
infuriatingly,NEG,1,Y,
ingenious,POS,1,Y,
ingeniously,POS,1,Y,
ingenuity,POS,1,Y,
ingenuous,POS,1,Y,
ingenuously,POS,1,Y,
inglorious,NEG,1,Y,
ingrate,NEG,1,Y,
ingratitude,NEG,1,Y,
inhibit,NEG,1,Y,
inhibition,NEG,1,Y,
inhospitable,NEG,1,Y,
inhospitality,NEG,1,Y,
inhuman,NEG,1,Y,
inhumane,NEG,1,Y,
inhumanity,NEG,1,Y,
inimical,NEG,1,Y,
inimically,NEG,1,Y,
iniquitous,NEG,1,Y,
iniquity,NEG,1,Y,
injudicious,NEG,1,Y,
injure,NEG,1,Y,
injurious,NEG,1,Y,
injury,NEG,1,Y,
injustice,NEG,1,Y,
injustices,NEG,1,Y,
innocuous,POS,1,Y,
innovation,POS,1,Y,
innovative,POS,1,Y,
innuendo,NEG,1,Y,
inoperable,NEG,1,Y,
inopportune,NEG,1,Y,
inordinate,NEG,1,Y,
inordinately,NEG,1,Y,
inpressed,POS,1,Y,
insane,NEG,1,Y,
insanely,NEG,1,Y,
insanity,NEG,1,Y,
insatiable,NEG,1,Y,
insecure,NEG,1,Y,
insecurity,NEG,1,Y,
insensible,NEG,1,Y,
insensitive,NEG,1,Y,
insensitively,NEG,1,Y,
insensitivity,NEG,1,Y,
insidious,NEG,1,Y,
insidiously,NEG,1,Y,
insightful,POS,1,Y,
insightfully,POS,1,Y,
insignificance,NEG,1,Y,
insignificant,NEG,1,Y,
insignificantly,NEG,1,Y,
insincere,NEG,1,Y,
insincerely,NEG,1,Y,
insincerity,NEG,1,Y,
insinuate,NEG,1,Y,
insinuating,NEG,1,Y,
insinuation,NEG,1,Y,
insociable,NEG,1,Y,
insolence,NEG,1,Y,
insolent,NEG,1,Y,
insolently,NEG,1,Y,
insolvent,NEG,1,Y,
insouciance,NEG,1,Y,
inspiration,POS,1,Y,
inspirational,POS,1,Y,Y
inspire,POS,1,Y,
inspiring,POS,1,Y,
instability,NEG,1,Y,
instable,NEG,1,Y,
instantly,POS,1,Y,
instigate,NEG,1,Y,
instigator,NEG,1,Y,
instigators,NEG,1,Y,
instructive,POS,1,Y,
instrumental,POS,1,Y,
insubordinate,NEG,1,Y,
insubstantial,NEG,1,Y,
insubstantially,NEG,1,Y,
insufferable,NEG,1,Y,
insufferably,NEG,1,Y,
insufficiency,NEG,1,Y,
insufficient,NEG,1,Y,
insufficiently,NEG,1,Y,
insular,NEG,1,Y,
insult,NEG,1,Y,
insulted,NEG,1,Y,
insulting,NEG,1,Y,
insultingly,NEG,1,Y,
insults,NEG,1,Y,
insupportable,NEG,1,Y,
insupportably,NEG,1,Y,
insurmountable,NEG,1,Y,
insurmountably,NEG,1,Y,
insurrection,NEG,1,Y,
intefere,NEG,1,Y,
inteferes,NEG,1,Y,
integral,POS,1,Y,
integrated,POS,1,Y,
intelligence,POS,1,Y,
intelligent,POS,1,Y,
intelligible,POS,1,Y,
intense,NEG,1,Y,
interesting,POS,1,Y,
interests,POS,1,Y,
interfere,NEG,1,Y,
interference,NEG,1,Y,
interferes,NEG,1,Y,
intermittent,NEG,1,Y,
interrupt,NEG,1,Y,
interruption,NEG,1,Y,
interruptions,NEG,1,Y,
intimacy,POS,1,Y,
intimate,POS,1,Y,
intimidate,NEG,1,Y,
intimidating,NEG,1,Y,
intimidatingly,NEG,1,Y,
intimidation,NEG,1,Y,
intolerable,NEG,1,Y,
intolerablely,NEG,1,Y,
intolerance,NEG,1,Y,
intoxicate,NEG,1,Y,
intractable,NEG,1,Y,
intransigence,NEG,1,Y,
intransigent,NEG,1,Y,
intricate,POS,1,Y,
intrigue,POS,1,Y,
intriguing,POS,1,Y,
intriguingly,POS,1,Y,
intrude,NEG,1,Y,
intrusion,NEG,1,Y,
intrusive,NEG,1,Y,
intuitive,POS,1,Y,
inundate,NEG,1,Y,
inundated,NEG,1,Y,
invader,NEG,1,Y,
invalid,NEG,1,Y,
invalidate,NEG,1,Y,
invalidity,NEG,1,Y,
invaluable,POS,1,Y,
invaluablely,POS,1,Y,
invasive,NEG,1,Y,
invective,NEG,1,Y,
inveigle,NEG,1,Y,
inventive,POS,1,Y,
invidious,NEG,1,Y,
invidiously,NEG,1,Y,
invidiousness,NEG,1,Y,
invigorate,POS,1,Y,
invigorating,POS,1,Y,
invincibility,POS,1,Y,
invincible,POS,1,Y,
inviolable,POS,1,Y,
inviolate,POS,1,Y,
invisible,NEG,1,Y,
involuntarily,NEG,1,Y,
involuntary,NEG,1,Y,
invulnerable,POS,1,Y,
irascible,NEG,1,Y,
irate,NEG,1,Y,
irately,NEG,1,Y,
ire,NEG,1,Y,
irk,NEG,1,Y,
irked,NEG,1,Y,
irking,NEG,1,Y,
irks,NEG,1,Y,
irksome,NEG,1,Y,
irksomely,NEG,1,Y,
irksomeness,NEG,1,Y,
irksomenesses,NEG,1,Y,
ironic,NEG,1,Y,
ironical,NEG,1,Y,
ironically,NEG,1,Y,
ironies,NEG,1,Y,
irony,NEG,1,Y,
irragularity,NEG,1,Y,
irrational,NEG,1,Y,
irrationalities,NEG,1,Y,
irrationality,NEG,1,Y,
irrationally,NEG,1,Y,
irrationals,NEG,1,Y,
irreconcilable,NEG,1,Y,
irrecoverable,NEG,1,Y,
irrecoverableness,NEG,1,Y,
irrecoverablenesses,NEG,1,Y,
irrecoverably,NEG,1,Y,
irredeemable,NEG,1,Y,
irredeemably,NEG,1,Y,
irreformable,NEG,1,Y,
irregular,NEG,1,Y,
irregularity,NEG,1,Y,
irrelevance,NEG,1,Y,
irrelevant,NEG,1,Y,
irreparable,NEG,1,Y,
irreplaceable,POS,1,Y,
irreplacible,NEG,1,Y,
irrepressible,NEG,1,Y,
irreproachable,POS,1,Y,
irresistible,POS,1,Y,
irresistibly,POS,1,Y,
irresolute,NEG,1,Y,
irresolvable,NEG,1,Y,
irresponsible,NEG,1,Y,
irresponsibly,NEG,1,Y,
irretating,NEG,1,Y,
irretrievable,NEG,1,Y,
irreversible,NEG,1,Y,
irritable,NEG,1,Y,
irritably,NEG,1,Y,
irritant,NEG,1,Y,
irritate,NEG,1,Y,
irritated,NEG,1,Y,
irritating,NEG,1,Y,Y
irritation,NEG,1,Y,
irritations,NEG,1,Y,
isolate,NEG,1,Y,
isolated,NEG,1,Y,
isolation,NEG,1,Y,
issue,NEG,1,Y,
issue-free,POS,1,Y,
issues,NEG,1,Y,
itch,NEG,1,Y,
itching,NEG,1,Y,
itchy,NEG,1,Y,
jabber,NEG,1,Y,
jaded,NEG,1,Y,
jagged,NEG,1,Y,
jam,NEG,1,Y,
jarring,NEG,1,Y,
jaundiced,NEG,1,Y,
jaw-droping,POS,1,Y,
jaw-dropping,POS,1,Y,
jealous,NEG,1,Y,
jealously,NEG,1,Y,
jealousness,NEG,1,Y,
jealousy,NEG,1,Y,
jeer,NEG,1,Y,
jeering,NEG,1,Y,
jeeringly,NEG,1,Y,
jeers,NEG,1,Y,
jeopardize,NEG,1,Y,
jeopardy,NEG,1,Y,
jerk,NEG,1,Y,
jerky,NEG,1,Y,
jitter,NEG,1,Y,
jitters,NEG,1,Y,
jittery,NEG,1,Y,
job-killing,NEG,1,Y,
jobless,NEG,1,Y,
joke,NEG,1,Y,
joker,NEG,1,Y,
jollify,POS,1,Y,
jolly,POS,1,Y,
jolt,NEG,1,Y,
jovial,POS,1,Y,
joy,POS,1,Y,
joyful,POS,1,Y,
joyfully,POS,1,Y,
joyous,POS,1,Y,
joyously,POS,1,Y,
jubilant,POS,1,Y,
jubilantly,POS,1,Y,
jubilate,POS,1,Y,
jubilation,POS,1,Y,
jubiliant,POS,1,Y,
judder,NEG,1,Y,
juddering,NEG,1,Y,
judders,NEG,1,Y,
judicious,POS,1,Y,
jumpy,NEG,1,Y,
junk,NEG,1,Y,
junky,NEG,1,Y,
junkyard,NEG,1,Y,
justly,POS,1,Y,
jutter,NEG,1,Y,
jutters,NEG,1,Y,
kaput,NEG,1,Y,
keen,POS,1,Y,
keenly,POS,1,Y,
keenness,POS,1,Y,
kid-friendly,POS,1,Y,
kill,NEG,1,Y,
killed,NEG,1,Y,
killer,NEG,1,Y,
killing,NEG,1,Y,
killjoy,NEG,1,Y,
kills,NEG,1,Y,
kindliness,POS,1,Y,
kindly,POS,1,Y,
kindness,POS,1,Y,
knave,NEG,1,Y,
knife,NEG,1,Y,
knock,NEG,1,Y,
knotted,NEG,1,Y,
knowledgeable,POS,1,Y,
kook,NEG,1,Y,
kooky,NEG,1,Y,
kudos,POS,1,Y,
lack,NEG,1,Y,
lackadaisical,NEG,1,Y,
lacked,NEG,1,Y,
lackey,NEG,1,Y,
lackeys,NEG,1,Y,
lacking,NEG,1,Y,
lackluster,NEG,1,Y,
lacks,NEG,1,Y,
laconic,NEG,1,Y,
lag,NEG,1,Y,
lagged,NEG,1,Y,
lagging,NEG,1,Y,
laggy,NEG,1,Y,
lags,NEG,1,Y,
laid-off,NEG,1,Y,
lambast,NEG,1,Y,
lambaste,NEG,1,Y,
lame,NEG,1,Y,
lame-duck,NEG,1,Y,
lament,NEG,1,Y,
lamentable,NEG,1,Y,
lamentably,NEG,1,Y,
languid,NEG,1,Y,
languish,NEG,1,Y,
languor,NEG,1,Y,
languorous,NEG,1,Y,
languorously,NEG,1,Y,
lanky,NEG,1,Y,
lapse,NEG,1,Y,
lapsed,NEG,1,Y,
lapses,NEG,1,Y,
large-capacity,POS,1,Y,
lascivious,NEG,1,Y,
last-ditch,NEG,1,Y,
latency,NEG,1,Y,
laud,POS,1,Y,
laudable,POS,1,Y,
laudably,POS,1,Y,
laughable,NEG,1,Y,
laughably,NEG,1,Y,
laughingstock,NEG,1,Y,
lavish,POS,1,Y,
lavishly,POS,1,Y,
law-abiding,POS,1,Y,
lawbreaker,NEG,1,Y,
lawbreaking,NEG,1,Y,
lawful,POS,1,Y,
lawfully,POS,1,Y,
lawless,NEG,1,Y,
lawlessness,NEG,1,Y,
layoff,NEG,1,Y,
layoff-happy,NEG,1,Y,
lazy,NEG,1,Y,
lead,POS,1,Y,
leading,POS,1,Y,
leads,POS,1,Y,
leak,NEG,1,Y,
leakage,NEG,1,Y,
leakages,NEG,1,Y,
leaking,NEG,1,Y,
leaks,NEG,1,Y,
leaky,NEG,1,Y,
lean,POS,1,Y,
lech,NEG,1,Y,
lecher,NEG,1,Y,
lecherous,NEG,1,Y,
lechery,NEG,1,Y,
led,POS,1,Y,
leech,NEG,1,Y,
leer,NEG,1,Y,
leery,NEG,1,Y,
left-leaning,NEG,1,Y,
legendary,POS,1,Y,
lemon,NEG,1,Y,
lengthy,NEG,1,Y,
less-developed,NEG,1,Y,
lesser-known,NEG,1,Y,
letch,NEG,1,Y,
lethal,NEG,1,Y,
lethargic,NEG,1,Y,
lethargy,NEG,1,Y,
leverage,POS,1,Y,
levity,POS,1,Y,
lewd,NEG,1,Y,
lewdly,NEG,1,Y,
lewdness,NEG,1,Y,
liability,NEG,1,Y,
liable,NEG,1,Y,
liar,NEG,1,Y,
liars,NEG,1,Y,
liberate,POS,1,Y,
liberation,POS,1,Y,
liberty,POS,1,Y,
licentious,NEG,1,Y,
licentiously,NEG,1,Y,
licentiousness,NEG,1,Y,
lie,NEG,1,Y,
lied,NEG,1,Y,
lier,NEG,1,Y,
lies,NEG,1,Y,
life-threatening,NEG,1,Y,
lifeless,NEG,1,Y,
lifesaver,POS,1,Y,
light-hearted,POS,1,Y,
lighter,POS,1,Y,
likable,POS,1,Y,
like,POS,1,Y,
liked,POS,1,Y,
likes,POS,1,Y,
liking,POS,1,Y,
limit,NEG,1,Y,
limitation,NEG,1,Y,
limitations,NEG,1,Y,
limited,NEG,1,Y,
limits,NEG,1,Y,
limp,NEG,1,Y,
lionhearted,POS,1,Y,
listless,NEG,1,Y,
litigious,NEG,1,Y,
little-known,NEG,1,Y,
lively,POS,1,Y,
livid,NEG,1,Y,
lividly,NEG,1,Y,
loath,NEG,1,Y,
loathe,NEG,1,Y,
loathing,NEG,1,Y,
loathly,NEG,1,Y,
loathsome,NEG,1,Y,
loathsomely,NEG,1,Y,
logical,POS,1,Y,
lone,NEG,1,Y,
loneliness,NEG,1,Y,
lonely,NEG,1,Y,
loner,NEG,1,Y,
lonesome,NEG,1,Y,
long-lasting,POS,1,Y,
long-time,NEG,1,Y,
long-winded,NEG,1,Y,
longing,NEG,1,Y,
longingly,NEG,1,Y,
loophole,NEG,1,Y,
loopholes,NEG,1,Y,
loose,NEG,1,Y,
loot,NEG,1,Y,
lorn,NEG,1,Y,
lose,NEG,1,Y,
loser,NEG,1,Y,
losers,NEG,1,Y,
loses,NEG,1,Y,
losing,NEG,1,Y,
loss,NEG,1,Y,
losses,NEG,1,Y,
lost,NEG,1,Y,
loud,NEG,1,Y,
louder,NEG,1,Y,
lousy,NEG,1,Y,Y
lovable,POS,1,Y,
lovably,POS,1,Y,
love,POS,1,Y,
loved,POS,1,Y,
loveless,NEG,1,Y,
loveliness,POS,1,Y,
lovelorn,NEG,1,Y,
lovely,POS,1,Y,
lover,POS,1,Y,
loves,POS,1,Y,
loving,POS,1,Y,
low-cost,POS,1,Y,
low-price,POS,1,Y,
low-priced,POS,1,Y,
low-rated,NEG,1,Y,
low-risk,POS,1,Y,
lower-priced,POS,1,Y,
lowly,NEG,1,Y,
loyal,POS,1,Y,
loyalty,POS,1,Y,
lucid,POS,1,Y,
lucidly,POS,1,Y,
luck,POS,1,Y,
luckier,POS,1,Y,
luckiest,POS,1,Y,
luckiness,POS,1,Y,
lucky,POS,1,Y,
lucrative,POS,1,Y,
ludicrous,NEG,1,Y,
ludicrously,NEG,1,Y,
lugubrious,NEG,1,Y,
lukewarm,NEG,1,Y,
lull,NEG,1,Y,
luminous,POS,1,Y,
lumpy,NEG,1,Y,
lunatic,NEG,1,Y,
lunaticism,NEG,1,Y,
lurch,NEG,1,Y,
lure,NEG,1,Y,
lurid,NEG,1,Y,
lurk,NEG,1,Y,
lurking,NEG,1,Y,
lush,POS,1,Y,
luster,POS,1,Y,
lustrous,POS,1,Y,
luxuriant,POS,1,Y,
luxuriate,POS,1,Y,
luxurious,POS,1,Y,Y
luxuriously,POS,1,Y,
luxury,POS,1,Y,
lying,NEG,1,Y,
lyrical,POS,1,Y,
macabre,NEG,1,Y,
mad,NEG,1,Y,
madden,NEG,1,Y,
maddening,NEG,1,Y,
maddeningly,NEG,1,Y,
madder,NEG,1,Y,
madly,NEG,1,Y,
madman,NEG,1,Y,
madness,NEG,1,Y,
magic,POS,1,Y,
magical,POS,1,Y,
magnanimous,POS,1,Y,
magnanimously,POS,1,Y,
magnificence,POS,1,Y,
magnificent,POS,1,Y,Y
magnificently,POS,1,Y,Y
majestic,POS,1,Y,
majesty,POS,1,Y,
maladjusted,NEG,1,Y,
maladjustment,NEG,1,Y,
malady,NEG,1,Y,
malaise,NEG,1,Y,
malcontent,NEG,1,Y,
malcontented,NEG,1,Y,
maledict,NEG,1,Y,
malevolence,NEG,1,Y,
malevolent,NEG,1,Y,
malevolently,NEG,1,Y,
malice,NEG,1,Y,
malicious,NEG,1,Y,
maliciously,NEG,1,Y,
maliciousness,NEG,1,Y,
malign,NEG,1,Y,
malignant,NEG,1,Y,
malodorous,NEG,1,Y,
maltreatment,NEG,1,Y,
manageable,POS,1,Y,
maneuverable,POS,1,Y,
mangle,NEG,1,Y,
mangled,NEG,1,Y,
mangles,NEG,1,Y,
mangling,NEG,1,Y,
mania,NEG,1,Y,
maniac,NEG,1,Y,
