TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
rip,B-ASP,2,create,conj,VB,,Coordination
directly,O,16,rip,advmod,RB,,Adverbials
from,O,16,rip,prep,IN,,Coordination
cd,O,18,from,pobj,NN,,Prepositions
to,O,16,rip,prep,IN,,Coordination
your,O,22,player,poss,PRP$,,Nominals
player,O,20,to,pobj,NN,,Prepositions
.,O,2,create,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
all,O,1,in,advmod,RB,,Adverbials
in,O,1,in,ROOT,IN,,ROOT
all,O,1,in,pobj,DT,,Prepositions
suprisingly,O,4,easy,advmod,RB,su ##pr ##ising ##ly,Adverbials
easy,B-OP,1,in,amod,JJ,,Nominals
to,O,6,use,aux,TO,,Auxiliaries
use,B-ASP,4,easy,xcomp,VB,,Complements
.,O,1,in,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,signal,det,DT,,Nominals
signal,B-ASP,31,is,nsubj,NN,,Subjects
to,I-ASP,1,signal,prep,IN,,Coordination
noise,I-ASP,4,ratio,compound,NN,,Compund
ratio,I-ASP,2,to,pobj,NN,,Prepositions
(,O,1,signal,punct,-LRB-,,Miscellaneous
the,O,7,ratio,det,DT,,Nominals
ratio,O,1,signal,appos,NN,,Nominals
of,O,7,ratio,prep,IN,,Coordination
detectable,O,12,data,amod,JJ,detect ##able,Nominals
",",O,12,data,punct,",",,Miscellaneous
useful,O,12,data,amod,JJ,,Nominals
data,O,8,of,pobj,NNS,,Prepositions
to,O,12,data,prep,IN,,Coordination
unusable,O,15,garbage,amod,JJ,un ##usa ##ble,Nominals
garbage,O,13,to,pobj,NN,,Prepositions
in,O,7,ratio,advmod,IN,,Adverbials
",",O,1,signal,punct,",",,Miscellaneous
say,O,1,signal,intj,UH,,Miscellaneous
",",O,1,signal,punct,",",,Miscellaneous
a,O,22,wave,det,DT,,Nominals
radio,O,22,wave,compound,NN,,Compund
wave,O,1,signal,appos,NN,,Nominals
;,O,28,is,punct,:,,Miscellaneous
a,O,27,ratio,det,DT,,Nominals
larger,O,27,ratio,amod,JJR,,Nominals
stn,O,27,ratio,compound,NN,st ##n,Compund
ratio,O,28,is,nsubj,NN,,Subjects
is,O,1,signal,appos,VBZ,,Nominals
better,O,28,is,acomp,JJR,,Complements
),O,28,is,punct,-RRB-,,Miscellaneous
is,O,31,is,ROOT,VBZ,,ROOT
nice,B-OP,31,is,acomp,JJ,,Complements
and,O,32,nice,cc,CC,,Coordination
high,B-OP,32,nice,conj,JJ,,Coordination
at,O,31,is,prep,IN,,Coordination
98,O,37,decibles,nummod,CD,,Nominals
decibles,O,35,at,pobj,NNS,dec ##ible ##s,Prepositions
",",O,31,is,punct,",",,Miscellaneous
and,O,31,is,cc,CC,,Coordination
it,O,43,noted,nsubjpass,PRP,,Subjects
should,O,43,noted,aux,MD,,Auxiliaries
be,O,43,noted,auxpass,VB,,Auxiliaries
noted,O,31,is,conj,VBN,,Coordination
that,O,46,refuses,mark,IN,,Compund
apple,O,46,refuses,nsubj,NN,,Subjects
refuses,O,43,noted,ccomp,VBZ,,Complements
to,O,48,release,aux,TO,,Auxiliaries
release,O,46,refuses,xcomp,VB,,Complements
the,O,51,ratio,det,DT,,Nominals
stn,O,51,ratio,compound,NN,st ##n,Compund
ratio,O,48,release,dobj,NN,,Objects
of,O,51,ratio,prep,IN,,Coordination
any,O,52,of,pobj,DT,,Prepositions
of,O,53,any,prep,IN,,Coordination
the,O,56,ipods,det,DT,,Nominals
ipods,O,54,of,pobj,NNS,ipod ##s,Prepositions
.,O,43,noted,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
this,O,1,was,nsubj,DT,,Subjects
was,O,1,was,ROOT,VBD,,ROOT
the,O,4,alternative,det,DT,,Nominals
closest,O,4,alternative,amod,JJS,,Nominals
alternative,O,1,was,attr,NN,,Objects
and,O,4,alternative,cc,CC,,Coordination
best,O,7,buy,advmod,JJS,,Adverbials
buy,O,4,alternative,conj,VB,,Coordination
for,O,7,buy,prep,IN,,Coordination
this,O,10,type,det,DT,,Nominals
type,O,8,for,pobj,NN,,Prepositions
.,O,1,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
playlists,B-ASP,3,made,nsubjpass,NNS,play ##lists,Subjects
can,O,3,made,aux,MD,,Auxiliaries
be,O,3,made,auxpass,VB,,Auxiliaries
made,O,3,made,ROOT,VBN,,ROOT
on,O,3,made,prep,IN,,Coordination
the,O,6,fly,det,DT,,Nominals
fly,O,4,on,pobj,NN,,Prepositions
",",O,3,made,punct,",",,Miscellaneous
without,O,3,made,prep,IN,,Coordination
aid,O,8,without,pobj,NN,,Prepositions
of,O,9,aid,prep,IN,,Coordination
a,O,12,computer,det,DT,,Nominals
computer,O,10,of,pobj,NN,,Prepositions
",",O,3,made,punct,",",,Miscellaneous
and,O,3,made,cc,CC,,Coordination
you,O,17,use,nsubj,PRP,,Subjects
can,O,17,use,aux,MD,,Auxiliaries
use,O,3,made,conj,VB,,Coordination
play,B-ASP,19,modes,compound,VB,,Compund
modes,I-ASP,17,use,dobj,NNS,,Objects
like,O,19,modes,prep,IN,,Coordination
shuffle,O,20,like,pobj,NN,,Prepositions
and,O,17,use,cc,CC,,Coordination
repeat,O,17,use,conj,VB,,Coordination
for,O,23,repeat,prep,IN,,Coordination
your,O,28,playing,nsubj,PRP$,,Subjects
',O,28,playing,punct,'',,Miscellaneous
now,O,28,playing,advmod,RB,,Adverbials
playing,O,23,repeat,advcl,VBG,,Adverbials
',O,28,playing,punct,'',,Miscellaneous
selections,O,28,playing,dobj,NNS,,Objects
or,O,30,selections,cc,CC,,Coordination
playlists,B-ASP,30,selections,conj,NNS,play ##lists,Coordination
.,O,17,use,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
it,O,1,'s,nsubj,PRP,,Subjects
's,O,14,play,ccomp,VBZ,' s,Complements
probably,O,1,'s,advmod,RB,,Adverbials
good,O,1,'s,acomp,JJ,,Complements
for,O,3,good,prep,IN,,Coordination
the,O,6,health,det,DT,,Nominals
health,O,4,for,pobj,NN,,Prepositions
of,O,6,health,prep,IN,,Coordination
your,O,9,ears,poss,PRP$,,Nominals
ears,O,7,of,pobj,NNS,,Prepositions
",",O,14,play,punct,",",,Miscellaneous
however,O,14,play,advmod,RB,,Adverbials
i,O,14,play,nsubj,PRP,,Subjects
consistently,O,14,play,advmod,RB,,Adverbials
play,O,14,play,ROOT,VBP,,ROOT
it,O,14,play,dobj,PRP,,Objects
near,O,14,play,prep,IN,,Coordination
the,O,19,end,det,DT,,Nominals
high,O,19,end,amod,JJ,,Nominals
end,O,16,near,pobj,NN,,Prepositions
of,O,19,end,prep,IN,,Coordination
the,O,23,range,det,DT,,Nominals
volume,O,23,range,compound,NN,,Compund
range,O,20,of,pobj,NN,,Prepositions
(,O,14,play,punct,-LRB-,,Miscellaneous
and,O,14,play,cc,CC,,Coordination
my,O,27,hearing,poss,PRP$,,Nominals
hearing,O,28,is,nsubj,NN,,Subjects
is,O,14,play,conj,VBZ,,Coordination
fine,O,28,is,acomp,JJ,,Complements
).,O,28,is,punct,.,) .,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
set,B-ASP,2,was,csubj,VBN,,Subjects
up,I-ASP,0,set,prt,RP,,Compund
was,O,2,was,ROOT,VBD,,ROOT
easy,B-OP,2,was,acomp,JJ,,Complements
and,O,2,was,cc,CC,,Coordination
we,O,6,enjoyed,nsubj,PRP,,Subjects
enjoyed,B-OP,2,was,conj,VBD,,Coordination
it,O,6,enjoyed,dobj,PRP,,Objects
for,O,6,enjoyed,prep,IN,,Coordination
just,O,11,a,advmod,RB,,Adverbials
over,O,11,a,quantmod,IN,,Miscellaneous
a,O,12,week,nummod,DT,,Nominals
week,O,8,for,pobj,NN,,Prepositions
.,O,6,enjoyed,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,2,problem,det,DT,,Nominals
second,O,2,problem,amod,JJ,,Nominals
problem,O,4,solved,nsubjpass,NN,,Subjects
is,O,4,solved,auxpass,VBZ,,Auxiliaries
solved,O,4,solved,ROOT,VBN,,ROOT
by,O,4,solved,agent,IN,,Subjects
more,O,8,lighting,amod,JJR,,Nominals
direct,O,8,lighting,amod,JJ,,Nominals
lighting,O,5,by,pobj,NN,,Prepositions
from,O,8,lighting,prep,IN,,Coordination
the,O,11,metz,det,DT,,Nominals
metz,O,9,from,pobj,NNP,,Prepositions
(,O,16,shadows,punct,-LRB-,,Miscellaneous
with,O,16,shadows,mark,IN,,Compund
the,O,15,attendant,det,DT,,Nominals
attendant,O,16,shadows,nsubj,NN,,Subjects
shadows,O,4,solved,parataxis,NNS,,Miscellaneous
unfortunately,O,16,shadows,advmod,RB,,Adverbials
),O,16,shadows,punct,-RRB-,,Miscellaneous
.,O,4,solved,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,purchased,nsubj,PRP,,Subjects
just,O,2,purchased,advmod,RB,,Adverbials
purchased,O,2,purchased,ROOT,VBD,,ROOT
this,O,4,player,det,DT,,Nominals
player,B-ASP,2,purchased,dobj,NN,,Objects
and,O,7,have,cc,CC,,Coordination
i,O,7,have,nsubj,PRP,,Subjects
have,O,7,have,ROOT,VBP,,ROOT
to,O,9,say,aux,TO,,Auxiliaries
say,O,7,have,xcomp,VB,,Complements
that,O,12,love,mark,IN,,Compund
i,O,12,love,nsubj,PRP,,Subjects
love,B-OP,9,say,ccomp,VBP,,Complements
it,O,12,love,dobj,PRP,,Objects
.,O,7,have,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
there,O,1,are,expl,EX,,Subjects
are,O,1,are,ROOT,VBP,,ROOT
really,O,3,easy,advmod,RB,,Adverbials
easy,B-OP,4,directions,amod,JJ,,Nominals
directions,O,1,are,attr,NNS,,Objects
for,O,4,directions,prep,IN,,Coordination
setup,B-ASP,5,for,pobj,NN,,Prepositions
and,O,4,directions,cc,CC,,Coordination
fiddling,B-ASP,4,directions,conj,VBG,fi ##ddling,Coordination
around,O,8,fiddling,advmod,RP,,Adverbials
with,O,8,fiddling,prep,IN,,Coordination
the,O,12,picture,det,DT,,Nominals
picture,O,10,with,pobj,NN,,Prepositions
",",O,12,picture,punct,",",,Miscellaneous
zoom,O,15,etc,compound,VB,,Compund
etc,O,12,picture,appos,FW,,Nominals
.,O,1,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,olympus,det,DT,,Nominals
olympus,O,2,is,nsubj,NNP,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
a,O,4,bit,det,DT,,Nominals
bit,O,5,clumsy-looking,npadvmod,NN,,Noun
clumsy-looking,O,2,is,attr,NN,clumsy - looking,Objects
and,O,5,clumsy-looking,cc,CC,,Coordination
the,O,8,user-interface,det,DT,,Nominals
user-interface,O,5,clumsy-looking,conj,NN,user - interface,Coordination
not,O,11,friendly,neg,RB,,Negation
as,O,11,friendly,advmod,RB,,Adverbials
friendly,O,5,clumsy-looking,amod,JJ,,Nominals
as,O,11,friendly,prep,IN,,Coordination
the,O,14,canon,det,DT,,Nominals
canon,O,12,as,pobj,NN,,Prepositions
",",O,2,is,punct,",",,Miscellaneous
but,O,2,is,cc,CC,,Coordination
one,O,27,was,nsubj,CD,,Subjects
of,O,17,one,prep,IN,,Coordination
the,O,20,features,det,DT,,Nominals
features,O,18,of,pobj,NNS,,Prepositions
that,O,22,sold,nsubj,WDT,,Subjects
sold,O,20,features,relcl,VBD,,Nominals
me,O,22,sold,dobj,PRP,,Objects
on,O,22,sold,prep,IN,,Coordination
the,O,26,g3,det,DT,,Nominals
g3,O,24,on,pobj,NNP,g ##3,Prepositions
was,O,2,is,conj,VBD,,Coordination
the,O,30,life,det,DT,,Nominals
battery,O,30,life,compound,NN,,Compund
life,O,27,was,attr,NN,,Objects
-,O,30,life,punct,:,,Miscellaneous
no,O,34,camera,det,DT,,Nominals
other,O,34,camera,amod,JJ,,Nominals
camera,O,37,gives,nsubj,NN,,Subjects
out,O,36,there,advmod,RB,,Adverbials
there,O,34,camera,advmod,RB,,Adverbials
gives,O,37,gives,ROOT,VBZ,,ROOT
you,O,37,gives,dative,PRP,,Objects
the,O,40,type,det,DT,,Nominals
type,O,37,gives,dobj,NN,,Objects
of,O,40,type,prep,IN,,Coordination
battery,O,43,life,compound,NN,,Compund
life,O,41,of,pobj,NN,,Prepositions
as,O,40,type,prep,IN,,Coordination
the,O,47,g3,det,DT,,Nominals
canon,O,47,g3,compound,NNP,,Compund
g3,O,44,as,pobj,NNP,g ##3,Prepositions
.,O,37,gives,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
after,O,7,decided,prep,IN,,Coordination
a,O,2,lot,det,DT,,Nominals
lot,O,0,after,pobj,NN,,Prepositions
of,O,2,lot,prep,IN,,Coordination
research,O,3,of,pobj,NN,,Prepositions
",",O,7,decided,punct,",",,Miscellaneous
i,O,7,decided,nsubj,PRP,,Subjects
decided,O,7,decided,ROOT,VBD,,ROOT
on,O,7,decided,prep,IN,,Coordination
the,O,10,g3,det,DT,,Nominals
g3,O,8,on,pobj,NNP,g ##3,Prepositions
.,O,7,decided,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,apex,det,DT,,Nominals
apex,B-ASP,4,been,nsubj,JJ,,Subjects
2600,O,1,apex,appos,CD,260 ##0,Nominals
has,O,4,been,aux,VBZ,,Auxiliaries
been,O,4,been,ROOT,VBN,,ROOT
a,O,7,performer,det,DT,,Nominals
steady,B-OP,7,performer,amod,JJ,,Nominals
performer,O,4,been,attr,NN,,Objects
for,O,4,been,prep,IN,,Coordination
me,O,8,for,pobj,PRP,,Prepositions
.,O,4,been,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
well,O,3,with,intj,UH,,Miscellaneous
",",O,3,with,punct,",",,Miscellaneous
not,O,3,with,neg,RB,,Negation
with,O,3,with,ROOT,IN,,ROOT
this,O,5,one,det,DT,,Nominals
one,O,3,with,pobj,NN,,Prepositions
.,O,3,with,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,2,zen,det,DT,,Nominals
nomad,O,2,zen,compound,NN,no ##mad,Compund
zen,O,4,use,nsubj,NNP,,Subjects
could,O,4,use,aux,MD,,Auxiliaries
use,O,4,use,ROOT,VB,,ROOT
a,O,8,construction,det,DT,,Nominals
little,O,7,sturdier,advmod,JJ,,Adverbials
sturdier,B-OP,8,construction,amod,JJR,stu ##rdi ##er,Nominals
construction,B-ASP,4,use,dobj,NN,,Objects
like,O,8,construction,prep,IN,,Coordination
the,O,12,jukeboxes,det,DT,,Nominals
archos,O,12,jukeboxes,compound,NNP,arch ##os,Compund
jukeboxes,O,9,like,pobj,NNS,ju ##ke ##box ##es,Prepositions
or,O,8,construction,cc,CC,,Coordination
some,O,15,kind,det,DT,,Nominals
kind,O,8,construction,conj,NN,,Coordination
of,O,15,kind,prep,IN,,Coordination
shock,O,19,case,nmod,NN,,Nominals
resistant,O,19,case,amod,JJ,,Nominals
case,O,16,of,pobj,NN,,Prepositions
.,O,4,use,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
overall,O,3,been,advmod,RB,,Adverbials
this,O,3,been,nsubj,DT,,Subjects
has,O,3,been,aux,VBZ,,Auxiliaries
been,O,3,been,ROOT,VBN,,ROOT
my,O,6,phone,poss,PRP$,,Nominals
favorite,B-OP,6,phone,amod,JJ,,Nominals
phone,B-ASP,3,been,attr,NN,,Objects
that,O,10,owned,dobj,WDT,,Objects
i,O,10,owned,nsubj,PRP,,Subjects
have,O,10,owned,aux,VBP,,Auxiliaries
owned,O,6,phone,relcl,VBN,,Nominals
.,O,3,been,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,picked,nsubj,PRP,,Subjects
've,O,2,picked,aux,VBP,' ve,Auxiliaries
picked,O,2,picked,ROOT,VBN,,ROOT
up,O,2,picked,prt,RP,,Compund
a,O,5,few,quantmod,DT,,Miscellaneous
few,O,6,accessories,nummod,JJ,,Nominals
accessories,O,2,picked,dobj,NNS,,Objects
that,O,11,be,dobj,WDT,,Objects
i,O,9,found,nsubj,PRP,,Subjects
found,O,6,accessories,relcl,VBD,,Nominals
to,O,11,be,aux,TO,,Auxiliaries
be,O,9,found,xcomp,VB,,Complements
useful,O,11,be,acomp,JJ,,Complements
.,O,2,picked,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
2,O,0,2,ROOT,LS,,ROOT
.,O,0,2,punct,.,,Miscellaneous
it,O,3,takes,nsubj,PRP,,Subjects
takes,O,3,takes,ROOT,VBZ,,ROOT
a,O,5,while,det,DT,,Nominals
while,O,3,takes,dobj,NN,,Objects
for,O,11,capture,mark,IN,,Compund
the,O,8,camera,det,DT,,Nominals
camera,O,11,capture,nsubj,NN,,Subjects
to,O,11,capture,aux,TO,,Auxiliaries
actually,O,11,capture,advmod,RB,,Adverbials
capture,O,3,takes,advcl,VB,,Adverbials
the,O,13,photograph,det,DT,,Nominals
photograph,O,11,capture,dobj,NN,,Objects
from,O,11,capture,prep,IN,,Coordination
the,O,16,time,det,DT,,Nominals
time,O,14,from,pobj,NN,,Prepositions
you,O,18,click,nsubj,PRP,,Subjects
click,O,16,time,relcl,VBP,,Nominals
the,O,20,button,det,DT,,Nominals
button,O,18,click,dobj,NN,,Objects
and,O,24,seen,cc,CC,,Coordination
i,O,24,seen,nsubj,PRP,,Subjects
have,O,24,seen,aux,VBP,,Auxiliaries
seen,O,24,seen,ROOT,VBN,,ROOT
people,O,26,becoming,nsubj,NNS,,Subjects
becoming,O,24,seen,ccomp,VBG,,Complements
a,O,30,waiting,det,DT,,Nominals
little,O,29,impatient,advmod,JJ,,Adverbials
impatient,O,30,waiting,amod,JJ,,Nominals
waiting,O,26,becoming,attr,VBG,,Objects
for,O,35,glow,mark,IN,,Compund
the,O,33,flash,det,DT,,Nominals
flash,O,35,glow,nsubj,NN,,Subjects
to,O,35,glow,aux,TO,,Auxiliaries
glow,O,30,waiting,advcl,VB,,Adverbials
.,O,24,seen,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
another,O,1,reason,det,DT,,Nominals
reason,O,5,is,nsubj,NN,,Subjects
i,O,3,got,nsubj,PRP,,Subjects
got,O,1,reason,relcl,VBD,,Nominals
it,O,3,got,dobj,PRP,,Objects
is,O,5,is,ROOT,VBZ,,ROOT
because,O,9,put,mark,IN,,Compund
you,O,9,put,nsubj,PRP,,Subjects
can,O,9,put,aux,MD,,Auxiliaries
put,O,5,is,advcl,VB,,Adverbials
wma,B-ASP,11,files,compound,NN,w ##ma,Compund
files,I-ASP,9,put,dobj,NNS,,Objects
on,O,9,put,prep,IN,,Coordination
it,O,12,on,pobj,PRP,,Prepositions
.,O,5,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
well,O,3,are,intj,UH,,Miscellaneous
flash,B-ASP,2,photos,compound,NN,,Compund
photos,I-ASP,3,are,nsubj,NNS,,Subjects
are,O,3,are,ROOT,VBP,,ROOT
never,O,3,are,neg,RB,,Negation
great,B-OP,3,are,acomp,JJ,,Complements
",",O,3,are,punct,",",,Miscellaneous
and,O,3,are,cc,CC,,Coordination
there,O,9,was,expl,EX,,Subjects
was,O,3,are,conj,VBD,,Coordination
still,O,9,was,advmod,RB,,Adverbials
a,O,12,lot,det,DT,,Nominals
lot,O,9,was,attr,NN,,Objects
of,O,12,lot,prep,IN,,Coordination
noise,B-ASP,13,of,pobj,NN,,Prepositions
.,O,9,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
you,O,2,consider,nsubj,PRP,,Subjects
should,O,2,consider,aux,MD,,Auxiliaries
consider,O,2,consider,ROOT,VB,,ROOT
this,O,2,consider,dobj,DT,,Objects
when,O,5,deciding,advmod,WRB,,Adverbials
deciding,O,2,consider,advcl,VBG,,Adverbials
what,O,8,rate,det,WDT,,Nominals
bit,O,8,rate,compound,NN,,Compund
rate,O,12,use,dobj,NN,,Objects
you,O,10,want,nsubj,PRP,,Subjects
want,O,5,deciding,ccomp,VBP,,Complements
to,O,12,use,aux,TO,,Auxiliaries
use,O,10,want,xcomp,VB,,Complements
and,O,10,want,cc,CC,,Coordination
how,O,15,much,advmod,WRB,,Adverbials
much,O,19,put,advmod,JJ,,Adverbials
you,O,17,want,nsubj,PRP,,Subjects
want,O,10,want,conj,VBP,,Coordination
to,O,19,put,aux,TO,,Auxiliaries
put,O,17,want,xcomp,VB,,Complements
on,O,19,put,prep,IN,,Coordination
the,O,22,player,det,DT,,Nominals
player,O,20,on,pobj,NN,,Prepositions
.,O,2,consider,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
there,O,1,were,expl,EX,,Subjects
were,O,1,were,ROOT,VBD,,ROOT
a,O,5,features,det,DT,,Nominals
few,O,5,features,amod,JJ,,Nominals
attractive,B-OP,5,features,amod,JJ,,Nominals
features,B-ASP,1,were,attr,NNS,,Objects
",",O,5,features,punct,",",,Miscellaneous
such,O,8,as,amod,JJ,,Nominals
as,O,5,features,prep,IN,,Coordination
the,O,11,size,det,DT,,Nominals
small,B-OP,11,size,amod,JJ,,Nominals
size,B-ASP,8,as,pobj,NN,,Prepositions
and,O,11,size,cc,CC,,Coordination
the,O,14,layout,det,DT,,Nominals
layout,B-ASP,11,size,conj,NN,,Coordination
of,O,14,layout,prep,IN,,Coordination
the,O,17,remote,det,DT,,Nominals
remote,B-ASP,15,of,pobj,NN,,Prepositions
.,O,1,were,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,watching,nsubj,PRP,,Subjects
was,O,2,watching,aux,VBD,,Auxiliaries
watching,O,2,watching,ROOT,VBG,,ROOT
pirates,O,2,watching,dobj,NNS,,Objects
of,O,3,pirates,prep,IN,,Coordination
the,O,6,caribbean,det,DT,,Nominals
caribbean,O,4,of,pobj,NNP,,Prepositions
and,O,2,watching,cc,CC,,Coordination
decided,O,2,watching,conj,VBD,,Coordination
to,O,10,watch,aux,TO,,Auxiliaries
watch,O,8,decided,xcomp,VB,,Complements
the,O,13,disc,det,DT,,Nominals
extras,O,13,disc,compound,NNS,,Compund
disc,O,10,watch,dobj,NN,,Objects
.,O,2,watching,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,had,nsubj,PRP,,Subjects
have,O,2,had,aux,VBP,,Auxiliaries
had,O,2,had,ROOT,VBN,,ROOT
it,O,4,lock,nsubj,PRP,,Subjects
lock,O,2,had,ccomp,VB,,Complements
up,O,4,lock,prt,RP,,Compund
after,O,4,lock,prep,IN,,Coordination
a,O,8,transfer,det,DT,,Nominals
transfer,O,6,after,pobj,NN,,Prepositions
of,O,8,transfer,prep,IN,,Coordination
music,O,9,of,pobj,NN,,Prepositions
.,O,2,had,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
with,O,5,expect,prep,IN,,Coordination
progressive,O,2,scan,amod,JJ,,Nominals
scan,O,0,with,pobj,NN,,Prepositions
",",O,5,expect,punct,",",,Miscellaneous
i,O,5,expect,nsubj,PRP,,Subjects
expect,O,5,expect,ROOT,VBP,,ROOT
it,O,8,play,nsubj,PRP,,Subjects
to,O,8,play,aux,TO,,Auxiliaries
play,O,5,expect,ccomp,VB,,Complements
play,O,10,play,compound,NN,,Compund
play,O,8,play,dobj,NN,,Objects
-,O,5,expect,punct,:,,Miscellaneous
and,O,5,expect,cc,CC,,Coordination
give,O,5,expect,conj,VB,,Coordination
my,O,16,pioneer,poss,PRP$,,Nominals
old,O,16,pioneer,amod,JJ,,Nominals
pioneer,O,13,give,dative,NN,,Objects
a,O,18,rest,det,DT,,Nominals
rest,O,13,give,dobj,NN,,Objects
.,O,5,expect,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,'m,nsubj,PRP,,Subjects
'm,O,1,'m,ROOT,VBP,' m,ROOT
concerned,O,1,'m,acomp,JJ,,Complements
that,O,13,damage,mark,IN,,Compund
with,O,13,damage,prep,IN,,Coordination
the,O,9,cap,det,DT,,Nominals
easily,O,7,removed,advmod,RB,,Adverbials
removed,O,9,cap,amod,VBN,,Nominals
lens,O,9,cap,compound,NN,,Compund
cap,O,4,with,pobj,NN,,Prepositions
",",O,13,damage,punct,",",,Miscellaneous
i,O,13,damage,nsubj,PRP,,Subjects
may,O,13,damage,aux,MD,,Auxiliaries
damage,O,2,concerned,ccomp,VB,,Complements
the,O,15,lens,det,DT,,Nominals
lens,O,13,damage,dobj,NN,,Objects
.,O,1,'m,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
canon,O,1,was,nsubj,NNP,,Subjects
was,O,1,was,ROOT,VBD,,ROOT
an,O,4,choice,det,DT,,Nominals
obvious,O,4,choice,amod,JJ,,Nominals
choice,O,1,was,attr,NN,,Objects
",",O,1,was,punct,",",,Miscellaneous
but,O,1,was,cc,CC,,Coordination
i,O,10,want,nsubj,PRP,,Subjects
did,O,10,want,aux,VBD,,Auxiliaries
not,O,10,want,neg,RB,,Negation
want,O,1,was,conj,VB,,Coordination
to,O,12,limit,aux,TO,,Auxiliaries
limit,O,10,want,xcomp,VB,,Complements
my,O,14,decision,poss,PRP$,,Nominals
decision,O,12,limit,dobj,NN,,Objects
",",O,10,want,punct,",",,Miscellaneous
so,O,10,want,cc,CC,,Coordination
started,O,10,want,conj,VBD,,Coordination
researching,O,17,started,xcomp,VBG,,Complements
all,O,20,brands,det,DT,,Nominals
brands,O,18,researching,dobj,NNS,,Objects
that,O,23,take,nsubj,WDT,,Subjects
would,O,23,take,aux,MD,,Auxiliaries
take,O,20,brands,relcl,VB,,Nominals
my,O,25,microdrives,poss,PRP$,,Nominals
microdrives,O,23,take,dobj,NNS,micro ##drive ##s,Objects
.,O,10,want,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
with,O,18,had,prep,IN,,Coordination
nikon,O,0,with,pobj,NNP,nik ##on,Prepositions
",",O,18,had,punct,",",,Miscellaneous
although,O,6,are,mark,IN,,Compund
picture,O,5,qualities,compound,NN,,Compund
qualities,O,6,are,nsubj,NNS,,Subjects
are,O,18,had,advcl,VBP,,Adverbials
as,O,8,good,advmod,RB,,Adverbials
good,B-OP,6,are,acomp,JJ,,Complements
as,O,8,good,prep,IN,,Coordination
any,O,14,cameras,det,DT,,Nominals
other,O,14,cameras,amod,JJ,,Nominals
4,O,14,cameras,nummod,CD,,Nominals
mp,O,14,cameras,compound,NNP,,Compund
cameras,O,9,as,pobj,NNS,,Prepositions
",",O,18,had,punct,",",,Miscellaneous
i,O,18,had,nsubj,PRP,,Subjects
've,O,18,had,aux,VBP,' ve,Auxiliaries
had,O,18,had,ROOT,VBN,,ROOT
the,O,21,headaches,det,DT,,Nominals
following,O,21,headaches,amod,VBG,,Nominals
headaches,O,18,had,dobj,NNS,headache ##s,Objects
;,O,18,had,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
how,O,1,easy,advmod,WRB,,Adverbials
