TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
for,O,2,recommend,prep,IN,,Coordination
a,O,11,place,det,DT,,Nominals
place,O,9,for,pobj,NN,,Prepositions
to,O,13,go,aux,TO,,Auxiliaries
go,O,11,place,relcl,VB,,Nominals
for,O,13,go,prep,IN,,Coordination
wonderful,B-OP,17,food,amod,JJ,,Nominals
Italian,B-ASP,17,food,amod,JJ,,Nominals
food,I-ASP,14,for,pobj,NN,,Prepositions
.,O,2,recommend,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,table,det,DT,,Nominals
table,O,5,asked,nsubj,NN,,Subjects
next,O,1,table,advmod,RB,,Adverbials
to,O,2,next,prep,IN,,Coordination
us,O,3,to,pobj,PRP,,Prepositions
asked,O,5,asked,ROOT,VBD,,ROOT
if,O,8,crushed,mark,IN,,Compund
he,O,8,crushed,nsubj,PRP,,Subjects
crushed,O,5,asked,ccomp,VBD,,Complements
the,O,10,grapes,det,DT,,Nominals
grapes,O,8,crushed,dobj,NNS,,Objects
himself,O,10,grapes,appos,PRP,,Nominals
when,O,20,arrived,advmod,WRB,,Adverbials
their,O,16,bottle,poss,PRP$,,Nominals
long,B-OP,16,bottle,amod,JJ,,Nominals
overdue,B-OP,16,bottle,amod,JJ,over ##due,Nominals
bottle,B-ASP,20,arrived,nsubj,NN,,Subjects
of,I-ASP,16,bottle,prep,IN,,Coordination
wine,I-ASP,17,of,pobj,NN,,Prepositions
finally,O,20,arrived,advmod,RB,,Adverbials
arrived,O,8,crushed,advcl,VBD,,Adverbials
.,O,5,asked,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Good,B-OP,0,Good,ROOT,JJ,,ROOT
for,O,0,Good,prep,IN,,Coordination
a,O,5,lunch,det,DT,,Nominals
quick,B-OP,5,lunch,amod,JJ,,Nominals
sushi,B-ASP,5,lunch,compound,JJ,su ##shi,Compund
lunch,I-ASP,1,for,pobj,NN,,Prepositions
.,O,0,Good,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,staff,det,DT,,Nominals
staff,B-ASP,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
also,O,2,is,advmod,RB,,Adverbials
attentive,B-OP,2,is,acomp,JJ,at ##ten ##tive,Complements
and,O,4,attentive,cc,CC,,Coordination
friendly,B-OP,4,attentive,conj,JJ,,Coordination
.,O,2,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,2,exploring,nsubj,PRP,,Subjects
were,O,2,exploring,aux,VBD,,Auxiliaries
exploring,O,2,exploring,ROOT,VBG,,ROOT
Grand,O,4,Central,compound,NNP,,Compund
Central,O,2,exploring,dobj,NNP,,Objects
and,O,2,exploring,cc,CC,,Coordination
did,O,8,want,aux,VBD,,Auxiliaries
n't,O,8,want,neg,RB,n ' t,Negation
want,O,2,exploring,conj,VB,,Coordination
to,O,10,eat,aux,TO,,Auxiliaries
eat,O,8,want,xcomp,VB,,Complements
in,O,10,eat,prep,IN,,Coordination
the,O,14,court,det,DT,,Nominals
food,O,14,court,compound,NN,,Compund
court,O,11,in,pobj,NN,,Prepositions
.,O,2,exploring,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Their,O,2,salad,poss,PRP$,,Nominals
whitefish,B-ASP,2,salad,compound,NN,white ##fish,Compund
salad,I-ASP,3,is,nsubj,NN,,Subjects
is,O,3,is,ROOT,VBZ,,ROOT
excellent,B-OP,3,is,acomp,JJ,,Complements
--,O,3,is,punct,:,- -,Miscellaneous
all,O,7,whitefish,det,DT,,Nominals
whitefish,B-ASP,2,salad,appos,NN,white ##fish,Nominals
with,O,7,whitefish,prep,IN,,Coordination
a,O,11,mayo,det,DT,,Nominals
little,O,11,mayo,amod,JJ,,Nominals
mayo,B-ASP,8,with,pobj,NN,,Prepositions
.,O,3,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,4,sastifying,nsubj,NN,,Subjects
there,O,1,food,advmod,EX,,Adverbials
are,O,4,sastifying,aux,VBP,,Auxiliaries
sastifying,B-OP,4,sastifying,ROOT,VBG,sas ##tify ##ing,ROOT
.,O,4,sastifying,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,production,det,DT,,Nominals
production,O,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
a,O,4,symphony,det,DT,,Nominals
symphony,O,2,is,attr,NN,,Objects
",",O,2,is,punct,",",,Miscellaneous
alot,O,2,is,npadvmod,NN,al ##ot,Noun
of,O,6,alot,prep,IN,,Coordination
fun,B-OP,7,of,pobj,NN,,Prepositions
to,O,10,experience.The,aux,IN,,Auxiliaries
experience.The,O,6,alot,relcl,NNS,experience . the,Nominals
food,B-ASP,12,sublime,compound,NN,,Compund
sublime,B-OP,10,experience.The,oprd,JJ,,Objects
for,O,12,sublime,prep,IN,,Coordination
the,O,16,part,det,DT,,Nominals
most,O,16,part,amod,JJS,,Nominals
part,O,13,for,pobj,NN,,Prepositions
.,O,2,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Great,B-OP,1,bagels,amod,JJ,,Nominals
bagels,B-ASP,2,made,nsubj,NNS,bag ##els,Subjects
made,O,2,made,ROOT,VBD,,ROOT
the,O,5,way,det,DT,,Nominals
old-fashioned,O,5,way,amod,JJ,old - fashioned,Nominals
way,O,2,made,dobj,NN,,Objects
.,O,2,made,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,2,had,nsubj,PRP,,Subjects
never,O,2,had,neg,RB,,Negation
had,O,2,had,ROOT,VBD,,ROOT
anything,O,2,had,dobj,NN,,Objects
I,O,7,like,nsubj,PRP,,Subjects
did,O,7,like,aux,VBD,,Auxiliaries
n't,O,7,like,neg,RB,n ' t,Negation
like,B-OP,3,anything,relcl,VB,,Nominals
here,O,7,like,advmod,RB,,Adverbials
.,O,2,had,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
THE,O,2,SHOW,det,DT,,Nominals
FRANKENSTEIN,O,2,SHOW,compound,NNP,,Compund
SHOW,O,3,WAS,nsubj,NNP,,Subjects
WAS,O,3,WAS,ROOT,VBD,,ROOT
THE,O,5,BEST,det,DT,,Nominals
BEST,B-OP,3,WAS,attr,JJS,,Objects
.,O,3,WAS,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,restaurant,det,DT,,Nominals
restaurant,O,3,packed,nsubjpass,NN,,Subjects
was,O,3,packed,auxpass,VBD,,Auxiliaries
packed,O,9,waited,ccomp,VBN,,Complements
at,O,3,packed,prep,IN,,Coordination
first,O,4,at,pcomp,RB,,Prepositions
",",O,9,waited,punct,",",,Miscellaneous
so,O,9,waited,advmod,RB,,Adverbials
we,O,9,waited,nsubj,PRP,,Subjects
waited,O,9,waited,ROOT,VBD,,ROOT
at,O,9,waited,prep,IN,,Coordination
the,O,12,bar,det,DT,,Nominals
bar,B-ASP,10,at,pobj,NN,,Prepositions
for,O,9,waited,prep,IN,,Coordination
about,O,15,20,advmod,RB,,Adverbials
20,O,16,minutes,nummod,CD,,Nominals
minutes,O,13,for,pobj,NNS,,Prepositions
before,O,20,seated,mark,IN,,Compund
we,O,20,seated,nsubjpass,PRP,,Subjects
were,O,20,seated,auxpass,VBD,,Auxiliaries
seated,O,9,waited,advcl,VBN,,Adverbials
.,O,9,waited,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,2,list,det,DT,,Nominals
wine,B-ASP,2,list,compound,NN,,Compund
list,I-ASP,3,is,nsubj,NN,,Subjects
is,O,3,is,ROOT,VBZ,,ROOT
excellent,B-OP,3,is,acomp,JJ,,Complements
.,O,3,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
I,O,1,loved,nsubj,PRP,,Subjects
loved,B-OP,1,loved,ROOT,VBD,,ROOT
it,O,1,loved,dobj,PRP,,Objects
and,O,1,loved,cc,CC,,Coordination
would,O,5,go,aux,MD,,Auxiliaries
go,O,1,loved,conj,VB,,Coordination
again,O,5,go,advmod,RB,,Adverbials
.,O,1,loved,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
How,O,1,pretentious,advmod,WRB,,Adverbials
pretentious,B-OP,1,pretentious,ROOT,JJ,pre ##ten ##tious,ROOT
and,O,1,pretentious,cc,CC,,Coordination
inappropriate,B-OP,1,pretentious,conj,JJ,,Coordination
for,O,1,pretentious,prep,IN,,Coordination
MJ,O,6,Grill,compound,NNP,m ##j,Compund
Grill,O,4,for,pobj,NNP,,Prepositions
to,O,8,claim,aux,TO,,Auxiliaries
claim,O,1,pretentious,advcl,VB,,Adverbials
that,O,11,provides,mark,IN,,Compund
it,O,11,provides,nsubj,PRP,,Subjects
provides,O,8,claim,ccomp,VBZ,,Complements
power,O,13,lunch,compound,NN,,Compund
lunch,B-ASP,11,provides,dobj,NN,,Objects
and,O,13,lunch,cc,CC,,Coordination
dinners,B-ASP,13,lunch,conj,NNS,,Coordination
!,O,1,pretentious,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
believe,O,0,believe,ROOT,VB,,ROOT
us,O,0,believe,dobj,PRP,,Objects
",",O,6,eating,punct,",",,Miscellaneous
we,O,6,eating,nsubj,PRP,,Subjects
've,O,6,eating,aux,VBP,' ve,Auxiliaries
been,O,6,eating,aux,VBN,,Auxiliaries
eating,O,0,believe,ccomp,VBG,,Complements
sushi,B-ASP,6,eating,dobj,NN,su ##shi,Objects
for,O,6,eating,prep,IN,,Coordination
over,O,10,15,quantmod,IN,,Miscellaneous
15,O,11,yrs,nummod,CD,,Nominals
yrs,O,8,for,pobj,NNS,y ##rs,Prepositions
.,O,0,believe,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Sure,O,4,got,intj,UH,,Miscellaneous
",",O,4,got,punct,",",,Miscellaneous
everyone,O,4,got,nsubjpass,NN,,Subjects
's,O,4,got,auxpass,VBZ,' s,Auxiliaries
got,O,4,got,ROOT,VBN,,ROOT
their,O,6,favorite,poss,PRP$,,Nominals
favorite,O,4,got,dobj,JJ,,Objects
",",O,4,got,punct,",",,Miscellaneous
but,O,4,got,cc,CC,,Coordination
to,O,10,know,aux,TO,,Auxiliaries
know,O,13,is,advcl,VB,,Adverbials
Sal,O,10,know,dobj,NNP,,Objects
",",O,13,is,punct,",",,Miscellaneous
is,O,4,got,conj,VBZ,,Coordination
to,O,15,know,aux,TO,,Auxiliaries
know,O,13,is,xcomp,VB,,Complements
New,O,17,York,compound,NNP,,Compund
York,O,15,know,dobj,NNP,,Objects
.,O,13,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,sushi,det,DT,,Nominals
sushi,B-ASP,3,been,nsubj,NN,su ##shi,Subjects
has,O,3,been,aux,VBZ,,Auxiliaries
been,O,15,been,ccomp,VBN,,Complements
from,O,3,been,prep,IN,,Coordination
average,B-OP,4,from,amod,JJ,,Nominals
to,O,4,from,prep,IN,,Coordination
below,B-OP,4,from,prep,IN,,Coordination
average,I-OP,7,below,amod,JJ,,Nominals
",",O,15,been,punct,",",,Miscellaneous
the,O,12,service,det,DT,,Nominals
wait,B-ASP,12,service,compound,NN,,Compund
service,I-ASP,15,been,nsubj,NN,,Subjects
has,O,15,been,aux,VBZ,,Auxiliaries
always,O,15,been,advmod,RB,,Adverbials
been,O,15,been,ROOT,VBN,,ROOT
sub-par,O,15,been,acomp,JJ,sub - par,Complements
the,O,18,atmosphere,det,DT,,Nominals
atmosphere,B-ASP,19,goes,nsubj,NN,,Subjects
goes,O,15,been,conj,VBZ,,Coordination
from,O,19,goes,prep,IN,,Coordination
nice,B-OP,20,from,amod,JJ,,Nominals
to,O,24,irritating,aux,IN,,Auxiliaries
really,O,24,irritating,advmod,RB,,Adverbials
irritating,B-OP,19,goes,advcl,JJ,,Adverbials
(,O,42,echoes,punct,-LRB-,,Miscellaneous
if,O,28,sit,mark,IN,,Compund
you,O,28,sit,nsubj,PRP,,Subjects
sit,O,38,are,advcl,VBP,,Adverbials
in,O,28,sit,prep,IN,,Coordination
the,O,31,area,det,DT,,Nominals
area,B-ASP,29,in,pobj,NN,,Prepositions
beyond,O,31,area,prep,IN,,Coordination
the,O,34,kitchen,det,DT,,Nominals
kitchen,O,32,beyond,pobj,NN,,Prepositions
",",O,38,are,punct,",",,Miscellaneous
the,O,37,acousitcs,det,DT,,Nominals
acousitcs,O,38,are,nsubj,NNPS,ac ##ous ##it ##cs,Subjects
are,O,42,echoes,advcl,VBP,,Adverbials
horrid,B-OP,38,are,acomp,JJ,ho ##rri ##d,Complements
",",O,42,echoes,punct,",",,Miscellaneous
everything,O,42,echoes,nsubj,NN,,Subjects
echoes,O,43,is,csubj,VBZ,,Subjects
is,O,43,is,ROOT,VBZ,,ROOT
extremely,O,45,loud,advmod,RB,,Adverbials
loud,B-OP,43,is,acomp,JJ,,Complements
),O,43,is,punct,-RRB-,,Miscellaneous
.,O,43,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,3,octopus,det,DT,,Nominals
baked,B-ASP,2,clams,amod,JJ,,Nominals
clams,I-ASP,3,octopus,compound,NNS,cl ##ams,Compund
octopus,I-ASP,8,were,nsubj,NNP,,Subjects
we,O,5,shared,nsubj,PRP,,Subjects
shared,O,3,octopus,relcl,VBD,,Nominals
as,O,5,shared,prep,IN,,Coordination
appetizers,O,6,as,pobj,NNS,app ##eti ##zers,Prepositions
were,O,8,were,ROOT,VBD,,ROOT
the,O,10,best,det,DT,,Nominals
best,B-OP,8,were,attr,JJS,,Objects
we,O,14,had,nsubj,PRP,,Subjects
've,O,14,had,aux,VBP,' ve,Auxiliaries
ever,O,14,had,advmod,RB,,Adverbials
had,O,10,best,relcl,VBN,,Nominals
!!,O,8,were,punct,.,! !,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
This,O,1,is,nsubj,DT,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
my,O,4,time,poss,PRP$,,Nominals
first,O,4,time,amod,JJ,,Nominals
time,O,1,is,attr,NN,,Objects
writing,O,4,time,acl,VBG,,Nominals
a,O,7,review,det,DT,,Nominals
review,O,5,writing,dobj,NN,,Objects
for,O,7,review,prep,IN,,Coordination
a,O,10,restaurant,det,DT,,Nominals
restaurant,O,8,for,pobj,NN,,Prepositions
because,O,16,was,mark,IN,,Compund
the,O,13,food,det,DT,,Nominals
food,B-ASP,16,was,nsubj,NN,,Subjects
and,O,13,food,cc,CC,,Coordination
service,B-ASP,13,food,conj,NN,,Coordination
was,O,1,is,advcl,VBD,,Adverbials
excellent,B-OP,16,was,acomp,JJ,,Complements
.,O,1,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
There,O,1,was,expl,EX,,Subjects
was,O,10,was,ccomp,VBD,,Complements
a,O,4,problem,det,DT,,Nominals
heat,O,4,problem,compound,NN,,Compund
problem,O,1,was,attr,NN,,Objects
to,O,4,problem,prep,IN,,Coordination
boot,O,5,to,pobj,NN,,Prepositions
",",O,1,was,punct,",",,Miscellaneous
so,O,1,was,cc,RB,,Coordination
it,O,10,was,nsubj,PRP,,Subjects
was,O,19,had,ccomp,VBD,,Complements
about,O,12,40,advmod,RB,,Adverbials
40,O,13,degrees,nummod,CD,,Nominals
degrees,O,10,was,attr,NNS,,Objects
in,O,13,degrees,prep,IN,,Coordination
the,O,16,restaurant,det,DT,,Nominals
restaurant,O,14,in,pobj,NN,,Prepositions
--,O,19,had,punct,:,- -,Miscellaneous
we,O,19,had,nsubj,PRP,,Subjects
had,O,19,had,ROOT,VBD,,ROOT
to,O,21,request,aux,TO,,Auxiliaries
request,O,19,had,xcomp,VB,,Complements
to,O,23,uncheck,aux,TO,,Auxiliaries
uncheck,O,21,request,xcomp,VB,un ##che ##ck,Complements
our,O,25,coats,poss,PRP$,,Nominals
coats,O,23,uncheck,dobj,NNS,,Objects
!,O,19,had,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
When,O,2,add,advmod,WRB,,Adverbials
you,O,2,add,nsubj,PRP,,Subjects
add,O,11,seem,advcl,VBP,,Adverbials
it,O,2,add,dobj,PRP,,Objects
all,O,3,it,appos,DT,,Nominals
together,O,2,add,advmod,RB,,Adverbials
",",O,11,seem,punct,",",,Miscellaneous
it,O,11,seem,nsubj,PRP,,Subjects
just,O,11,seem,advmod,RB,,Adverbials
does,O,11,seem,aux,VBZ,,Auxiliaries
n't,O,11,seem,neg,RB,n ' t,Negation
seem,O,11,seem,ROOT,VB,,ROOT
worth,O,11,seem,oprd,JJ,,Objects
it,O,12,worth,npadvmod,PRP,,Noun
to,O,12,worth,prep,IN,,Coordination
me,O,14,to,pobj,PRP,,Prepositions
...,O,11,seem,punct,:,. . .,Miscellaneous
especially,O,18,considering,advmod,RB,,Adverbials
considering,O,11,seem,advcl,VBG,,Adverbials
the,O,20,prices,det,DT,,Nominals
prices,O,18,considering,dobj,NNS,,Objects
.,O,11,seem,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Sometimes,O,2,pay,advmod,RB,,Adverbials
you,O,2,pay,nsubj,PRP,,Subjects
pay,O,14,'s,ccomp,VBP,,Complements
a,O,4,lot,det,DT,,Nominals
lot,O,2,pay,dobj,NN,,Objects
and,O,2,pay,cc,CC,,Coordination
do,O,8,get,aux,VB,,Auxiliaries
n't,O,8,get,neg,RB,n ' t,Negation
get,O,2,pay,conj,VB,,Coordination
much,O,8,get,dobj,JJ,,Objects
in,O,8,get,prep,IN,,Coordination
return,O,10,in,pobj,NN,,Prepositions
-,O,14,'s,punct,:,,Miscellaneous
it,O,14,'s,nsubj,PRP,,Subjects
's,O,18,are,ccomp,VBZ,' s,Complements
manhattan,O,14,'s,attr,NNP,,Objects
",",O,18,are,punct,",",,Miscellaneous
things,O,18,are,nsubj,NNS,,Subjects
are,O,18,are,ROOT,VBP,,ROOT
expensive,O,18,are,acomp,JJ,,Complements
.,O,18,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
However,O,6,were,advmod,RB,,Adverbials
",",O,6,were,punct,",",,Miscellaneous
our,O,5,drinks,poss,PRP$,,Nominals
$,O,4,14,quantmod,$,,Miscellaneous
14,O,5,drinks,nummod,CD,,Nominals
drinks,B-ASP,6,were,nsubj,NNS,,Subjects
were,O,7,were,aux,VBD,,Auxiliaries
were,O,7,were,ROOT,VBD,,ROOT
horrible,B-OP,7,were,acomp,JJ,,Complements
!,O,7,were,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Sexy,B-OP,0,Sexy,ROOT,JJ,,ROOT
.,O,0,Sexy,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Just,O,1,straight,advmod,RB,,Adverbials
straight,O,2,up,advmod,RB,,Adverbials
up,O,3,cheap,advmod,RB,,Adverbials
cheap,B-OP,6,food,amod,JJ,,Nominals
",",O,6,food,punct,",",,Miscellaneous
good,B-OP,6,food,amod,JJ,,Nominals
food,B-ASP,6,food,ROOT,NN,,ROOT
.,O,6,food,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,service,det,DT,,Nominals
service,B-ASP,2,was,nsubj,NN,,Subjects
was,O,2,was,ROOT,VBD,,ROOT
attentive,B-OP,2,was,acomp,JJ,at ##ten ##tive,Complements
without,O,3,attentive,prep,IN,,Coordination
being,O,4,without,pcomp,VBG,,Prepositions
overbearing,B-OP,5,being,acomp,JJ,over ##be ##aring,Complements
and,O,2,was,cc,CC,,Coordination
each,O,9,dish,det,DT,,Nominals
dish,B-ASP,12,was,nsubj,NN,,Subjects
we,O,11,tried,nsubj,PRP,,Subjects
tried,O,9,dish,relcl,VBD,,Nominals
was,O,2,was,conj,VBD,,Coordination
wonderful,B-OP,12,was,acomp,JJ,,Complements
from,O,12,was,prep,IN,,Coordination
the,O,17,rolls,det,DT,,Nominals
spring,B-ASP,17,rolls,compound,NN,,Compund
rolls,I-ASP,14,from,pobj,VBZ,,Prepositions
to,O,12,was,prep,IN,,Coordination
the,O,20,cod,det,DT,,Nominals
cod,B-ASP,18,to,pobj,NN,,Prepositions
with,I-ASP,12,was,prep,IN,,Coordination
pineapple,I-ASP,23,tempura,compound,NN,pine ##apple,Compund
tempura,I-ASP,21,with,pobj,NN,te ##mp ##ura,Prepositions
.,O,12,was,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
This,O,1,was,nsubj,DT,,Subjects
was,O,1,was,ROOT,VBD,,ROOT
my,O,4,time,poss,PRP$,,Nominals
frist,O,4,time,amod,JJ,fr ##ist,Nominals
time,O,1,was,attr,NN,,Objects
at,O,4,time,prep,IN,,Coordination
Cafe,O,8,Bart,compound,NNP,,Compund
St.,O,8,Bart,compound,NNP,st .,Compund
Bart,O,5,at,pobj,NNP,,Prepositions
's,O,8,Bart,case,POS,' s,Compund
and,O,13,say,cc,CC,,Coordination
I,O,13,say,nsubj,PRP,,Subjects
must,O,13,say,aux,MD,,Auxiliaries
say,O,13,say,ROOT,VB,,ROOT
how,O,15,delicous,advmod,WRB,,Adverbials
delicous,O,21,was,acomp,JJ,del ##ico ##us,Complements
the,O,17,food,det,DT,,Nominals
food,B-ASP,21,was,nsubj,NN,,Subjects
and,O,17,food,cc,CC,,Coordination
the,O,20,service,det,DT,,Nominals
service,B-ASP,17,food,conj,NN,,Coordination
was,O,13,say,ccomp,VBD,,Complements
.,O,13,say,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,2,spent,nsubj,PRP,,Subjects
recently,O,2,spent,advmod,RB,,Adverbials
spent,O,2,spent,ROOT,VBD,,ROOT
New,O,4,Year,compound,NNP,,Compund
Year,O,6,Eve,poss,NNP,,Nominals
's,O,4,Year,case,POS,' s,Compund
Eve,O,2,spent,dobj,NNP,,Objects
at,O,2,spent,prep,IN,,Coordination
the,O,9,restaurant,det,DT,,Nominals
restaurant,O,7,at,pobj,NN,,Prepositions
",",O,2,spent,punct,",",,Miscellaneous
and,O,2,spent,cc,CC,,Coordination
had,O,2,spent,conj,VBD,,Coordination
a,O,15,experience,det,DT,,Nominals
great,B-OP,15,experience,amod,JJ,,Nominals
experience,O,12,had,dobj,NN,,Objects
",",O,12,had,punct,",",,Miscellaneous
from,O,12,had,prep,IN,,Coordination
the,O,19,wine,det,DT,,Nominals
wine,B-ASP,17,from,pobj,NN,,Prepositions
to,O,17,from,prep,IN,,Coordination
the,O,23,menu,det,DT,,Nominals
dessert,B-ASP,23,menu,compound,NN,,Compund
menu,I-ASP,20,to,pobj,NN,,Prepositions
.,O,2,spent,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,sauce,det,DT,,Nominals
sauce,B-ASP,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
zesty,B-OP,2,is,acomp,JJ,ze ##sty,Complements
and,O,3,zesty,cc,CC,,Coordination
flavorful,B-OP,3,zesty,conj,JJ,flavor ##ful,Coordination
and,O,2,is,cc,CC,,Coordination
the,O,8,crust,det,DT,,Nominals
crust,B-ASP,9,is,nsubj,NN,,Subjects
is,O,2,is,conj,VBZ,,Coordination
nice,B-OP,9,is,acomp,JJ,,Complements
and,O,10,nice,cc,CC,,Coordination
crispy,B-OP,10,nice,conj,JJ,crisp ##y,Coordination
.,O,9,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,waiters,det,DT,,Nominals
waiters,B-ASP,4,were,nsubj,NNS,waiter ##s,Subjects
and,O,1,waiters,cc,CC,,Coordination
owners,B-ASP,1,waiters,conj,NNS,,Coordination
were,O,4,were,ROOT,VBD,,ROOT
nonchalant,B-OP,4,were,acomp,JJ,non ##chal ##ant,Complements
about,O,5,nonchalant,prep,IN,,Coordination
this,O,6,about,pobj,DT,,Prepositions
and,O,4,were,cc,CC,,Coordination
promised,O,4,were,conj,VBD,,Coordination
to,O,11,call,aux,TO,,Auxiliaries
call,O,9,promised,xcomp,VB,,Complements
the,O,13,exterminator,det,DT,,Nominals
exterminator,O,11,call,dobj,NN,ex ##ter ##mina ##tor,Objects
but,O,4,were,cc,CC,,Coordination
were,O,4,were,conj,VBD,,Coordination
n't,O,15,were,neg,RB,n ' t,Negation
as,O,18,dismayed,advmod,RB,,Adverbials
dismayed,O,15,were,acomp,JJ,dismay ##ed,Complements
or,O,18,dismayed,cc,CC,,Coordination
apologetic,O,18,dismayed,conj,JJ,,Coordination
as,O,25,expected,mark,IN,,Compund
I,O,25,expected,nsubj,PRP,,Subjects
would,O,25,expected,aux,MD,,Auxiliaries
have,O,25,expected,aux,VB,,Auxiliaries
expected,O,18,dismayed,advcl,VBN,,Adverbials
.,O,4,were,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
The,O,1,food,det,DT,,Nominals
food,B-ASP,4,flavors,poss,NN,,Nominals
's,O,1,food,case,POS,' s,Compund
dazzling,O,4,flavors,amod,VBG,,Nominals
flavors,O,5,overwhelm,nsubj,NNS,,Subjects
overwhelm,B-OP,5,overwhelm,ROOT,VBP,over ##w ##helm,ROOT
the,O,7,palate,det,DT,,Nominals
palate,O,5,overwhelm,dobj,NN,pal ##ate,Objects
",",O,5,overwhelm,punct,",",,Miscellaneous
truly,O,10,embracing,advmod,RB,,Adverbials
embracing,B-OP,5,overwhelm,advcl,VBG,,Adverbials
the,O,12,beauty,det,DT,,Nominals
beauty,O,10,embracing,dobj,NN,,Objects
of,O,12,beauty,prep,IN,,Coordination
authentic,B-OP,16,cuisine,amod,JJ,,Nominals
Thai,B-ASP,16,cuisine,compound,NNP,,Compund
cuisine,I-ASP,13,of,pobj,NN,,Prepositions
.,O,5,overwhelm,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
Great,B-OP,1,service,amod,JJ,,Nominals
service,B-ASP,1,service,ROOT,NN,,ROOT
",",O,1,service,punct,",",,Miscellaneous
great,B-OP,4,food,amod,JJ,,Nominals
food,B-ASP,1,service,appos,NN,,Nominals
.,O,1,service,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
We,O,3,had,nsubj,PRP,,Subjects
have,O,3,had,aux,VBP,,Auxiliaries
never,O,3,had,neg,RB,,Negation
had,O,3,had,ROOT,VBN,,ROOT
any,O,5,problems,det,DT,,Nominals
problems,B-OP,3,had,dobj,NNS,,Objects
with,O,5,problems,prep,IN,,Coordination
charging,O,6,with,pcomp,VBG,,Prepositions
the,O,9,meal,det,DT,,Nominals
meal,B-ASP,7,charging,dobj,NN,,Objects
or,O,9,meal,cc,CC,,Coordination
the,O,12,tip,det,DT,,Nominals
tip,O,9,meal,conj,NN,,Coordination
",",O,3,had,punct,",",,Miscellaneous
and,O,3,had,cc,CC,,Coordination
the,O,16,food,det,DT,,Nominals
food,B-ASP,18,delivered,nsubjpass,NN,,Subjects
